radial:alignment:topleft-bottomleft,pref:radial:alignment:topleft-bottomleft,radial:alignment:bottomleft-left,pref:radial:alignment:bottomleft-left,radial:alignment:topleft-left,pref:radial:alignment:topleft-left,radial:distance:close-med,pref:radial:distance:close-med,radial:distance:med-far,pref:radial:distance:med-far,radial:distance:close-far,pref:radial:distance:close-far,grid:alignment:topleft-bottomleft,pref:grid:alignment:topleft-bottomleft,grid:alignment:topleft-left,pref:grid:alignment:topleft-left,grid:alignment:bottomleft-left,pref:grid:alignment:bottomleft-left,pref:grid:distance:close-med,grid:distance:med-far,pref:grid:distance:med-far,grid:distance:close-far,pref:grid:distance:close-far,grid:distance:close-med
2,53,2,54,2,65,2,54,1,51,2,49,1,62,2,54,2,75,68,1,50,2,59,2
1,81,2,63,1,81,2,65,2,77,2,55,1,66,2,64,1,71,69,2,49,2,48,1
2,82,2,53,2,100,2,75,1,66,2,93,2,86,1,100,1,100,83,1,87,2,84,2
2,68,2,59,2,65,2,76,1,74,2,68,1,78,1,77,1,65,74,1,77,2,74,2
2,46,1,100,1,81,2,100,2,48,2,90,1,100,1,56,1,27,100,2,26,2,100,2
1,100,1,100,1,75,2,100,1,100,2,100,1,99,1,82,2,5,74,1,46,2,42,2
2,23,2,15,2,27,2,17,2,33,2,14,2,100,2,10,2,74,9,1,6,2,6,2
1,14,2,4,1,7,1,6,1,12,1,8,1,3,1,11,2,4,3,1,12,1,8,1
2,51,2,83,2,77,1,60,1,88,1,85,2,87,2,61,2,91,84,2,88,1,78,1
1,83,2,63,2,78,2,79,2,56,2,50,1,39,2,64,2,51,49,2,60,2,42,2
2,98,1,99,2,99,2,99,1,94,2,97,2,98,2,97,2,99,98,2,98,2,99,1
1,85,1,21,1,90,2,68,1,17,2,69,1,62,1,51,1,23,75,1,65,2,66,2
1,91,2,78,2,78,1,84,1,82,1,88,1,72,1,83,1,86,81,1,77,1,86,1
1,11,2,11,1,8,2,11,2,13,2,18,1,12,2,23,2,17,13,2,11,2,13,2
2,85,2,70,2,78,2,79,2,76,2,78,2,84,1,83,2,79,86,2,82,2,85,2
1,48,2,34,1,51,2,58,1,52,2,65,1,57,1,50,1,32,25,1,41,1,35,2
1,13,2,43,2,27,2,31,1,1,2,34,1,24,2,43,2,45,31,1,1,2,40,2
1,5,1,7,1,4,2,14,2,4,2,17,2,9,2,14,1,5,5,2,5,1,5,1
1,94,2,95,1,96,1,94,1,95,1,96,1,94,1,93,1,91,96,1,96,2,97,2
1,29,2,61,2,38,2,31,1,25,1,9,2,35,2,48,2,31,1,1,10,2,25,2
2,64,1,53,1,66,2,80,1,66,1,71,2,66,1,77,1,77,100,1,69,2,25,2
1,26,1,39,1,1,2,84,2,2,2,98,1,77,1,27,2,28,91,2,87,2,95,2
2,69,2,45,2,71,2,76,1,61,2,73,1,68,2,50,2,61,69,2,62,2,64,2
2,77,2,86,2,86,1,77,1,78,2,76,2,82,2,85,2,83,83,2,88,2,84,1
1,3,2,100,2,100,1,7,1,43,1,14,2,42,2,100,2,100,33,1,23,1,24,1
2,11,1,4,2,3,1,2,2,1,2,2,1,2,1,2,2,8,8,2,2,2,7,2
1,53,2,5,1,18,2,20,1,4,2,75,1,67,1,86,2,55,76,1,85,2,61,2
1,2,2,48,2,46,1,3,1,16,1,36,1,49,2,44,2,58,48,1,53,1,54,1
1,11,2,9,2,19,2,41,1,21,2,33,1,24,2,31,2,9,29,1,37,2,35,2
2,61,1,72,1,72,2,70,1,81,2,80,2,80,1,75,1,77,69,1,75,2,58,2
2,40,2,34,2,26,2,33,1,27,1,29,2,25,2,27,2,31,31,2,27,2,25,1
2,25,2,28,2,14,2,78,2,24,2,84,2,48,2,49,2,70,64,2,50,2,57,2
1,52,2,37,2,52,2,68,2,56,2,63,1,74,1,39,2,47,77,2,74,2,77,2
1,70,2,50,2,60,2,59,2,81,1,77,2,82,2,24,1,90,95,2,100,2,50,2
1,99,2,80,2,54,2,78,1,89,2,83,1,77,1,72,2,76,92,2,97,2,89,2
1,62,1,74,2,74,1,60,1,64,2,75,1,46,1,57,2,19,58,1,45,1,46,1
2,16,2,72,2,67,1,33,1,1,1,35,2,47,2,21,2,31,38,1,39,1,39,1
2,30,1,25,1,17,2,38,1,27,1,60,2,35,1,30,1,35,35,1,33,1,31,2
1,0,2,0,2,0,1,0,1,0,1,0,1,0,2,0,2,0,0,1,0,1,0,1
2,14,1,11,2,11,2,9,2,3,2,9,2,7,2,8,2,9,17,2,6,2,4,2
2,100,1,100,1,100,2,100,1,100,2,100,1,100,1,100,1,100,100,1,100,2,100,2
1,0,1,2,2,0,1,22,1,69,1,3,2,22,1,15,1,4,4,2,6,1,8,2
1,33,2,9,1,1,2,16,1,8,2,38,1,76,2,58,2,47,53,1,52,2,62,2
1,100,2,100,2,66,2,33,1,38,1,25,1,70,1,59,2,17,58,1,66,2,50,2
2,50,2,48,2,50,2,48,2,47,2,49,2,51,2,46,2,46,50,2,51,2,51,2
2,5,2,3,2,3,1,4,1,3,1,4,1,3,2,4,2,3,2,1,2,1,3,1
2,78,2,72,2,67,2,74,2,72,2,69,1,85,1,60,2,67,61,2,82,2,64,2
1,44,2,47,2,47,2,49,1,44,2,45,1,41,2,43,2,43,53,2,34,2,55,2
2,44,2,69,2,49,2,22,2,30,2,20,1,22,1,42,1,49,10,1,8,1,28,2
2,20,1,70,1,72,2,54,1,3,2,71,1,75,1,85,1,76,81,1,51,2,78,2
1,96,1,97,1,97,2,96,1,96,2,93,2,95,1,95,1,93,96,1,96,2,99,2
1,99,1,97,2,59,2,9,2,0,2,0,2,46,2,0,2,39,0,2,0,2,0,2
2,100,1,76,1,27,2,28,1,4,2,22,2,100,1,29,1,89,82,1,15,2,70,2
1,68,2,71,1,20,1,32,1,3,1,46,1,100,1,51,2,91,0,1,1,1,1,2
1,19,1,6,1,17,1,19,1,6,1,2,2,1,1,7,1,5,1,1,18,1,7,2
2,25,2,25,2,54,1,45,1,24,1,50,1,37,2,63,2,40,33,1,10,1,44,1
2,19,2,55,2,93,2,12,1,0,2,38,2,29,2,43,2,50,46,2,1,2,28,2
2,16,2,10,2,20,2,21,2,10,1,12,2,16,2,9,1,8,13,1,12,2,12,1
2,5,2,9,1,4,2,6,1,5,1,5,1,5,1,5,1,4,2,1,5,1,5,2
1,73,2,55,2,57,2,84,2,82,2,80,1,66,2,74,2,68,67,2,69,2,82,2
1,71,1,54,1,54,2,4,1,6,2,4,1,55,1,48,1,42,37,1,30,2,41,2
1,71,2,82,2,78,2,56,2,18,2,75,2,10,2,41,2,23,41,2,25,2,33,2
2,53,1,50,2,66,2,52,2,49,1,41,1,34,2,39,2,20,26,1,45,2,69,2
2,14,2,13,2,6,2,20,2,1,2,24,1,23,1,2,1,1,5,1,4,2,3,2
2,3,1,3,1,3,2,4,2,16,2,4,2,20,1,9,1,20,8,1,10,2,13,2
1,77,1,89,1,69,1,87,1,90,1,80,1,66,1,80,1,85,88,1,80,1,66,2
2,32,2,35,2,47,1,25,1,70,2,23,2,65,2,73,2,62,36,1,45,1,30,1
1,84,1,81,1,82,2,81,2,76,2,79,1,75,1,84,1,81,82,2,81,2,83,2
2,82,1,40,2,89,2,24,1,46,2,53,2,49,1,37,2,38,31,2,31,2,74,2
1,47,2,64,2,50,1,48,1,46,1,56,1,51,2,50,1,48,50,1,51,2,49,1
1,5,2,71,2,64,2,14,2,3,2,50,1,46,2,79,2,83,54,1,16,2,61,2
1,43,1,4,1,38,1,100,2,1,1,100,2,100,2,25,2,26,51,2,1,1,99,1
1,2,1,1,1,2,2,8,1,8,2,4,1,13,1,7,1,5,7,1,6,2,6,2
1,54,2,79,1,73,2,98,1,15,2,69,1,59,1,56,1,9,88,1,33,2,79,2
1,3,2,33,2,33,2,6,1,2,2,6,1,10,2,17,2,7,21,1,12,2,13,2
1,13,1,5,1,16,2,2,1,1,2,2,1,4,1,1,2,2,3,2,3,2,3,2
1,8,2,9,2,4,2,18,1,8,2,8,2,14,2,17,2,100,51,1,62,2,80,2
2,46,2,54,2,24,2,46,2,34,2,38,1,42,1,47,1,41,38,2,46,2,40,2
2,35,1,54,2,5,2,52,2,77,2,28,2,6,1,24,1,8,19,1,9,2,14,2
1,74,2,68,1,73,2,70,1,73,2,74,1,74,1,75,2,72,69,1,70,2,73,2
1,100,2,84,2,81,1,88,1,87,1,85,1,83,1,91,1,29,78,1,100,1,63,2
1,86,2,76,2,94,2,95,1,95,1,90,2,98,2,100,1,100,100,1,100,2,100,2
1,39,2,52,2,55,1,30,2,29,2,45,2,52,2,50,2,60,48,2,48,2,53,2
2,87,1,27,1,21,2,65,2,58,1,79,2,23,2,56,1,50,94,1,13,2,37,2
1,49,2,18,2,32,1,30,2,26,1,4,1,100,2,50,2,26,24,1,56,1,19,1
1,71,2,35,1,19,2,11,1,4,1,15,1,13,1,17,2,20,22,1,14,2,13,2
1,38,1,26,1,29,2,91,1,34,2,82,2,44,1,56,1,63,60,2,47,2,53,2
1,97,2,92,1,73,2,75,1,100,2,99,1,75,1,81,2,44,95,1,79,2,53,2
2,19,2,3,2,10,1,9,1,6,1,4,2,18,2,11,2,16,21,1,19,1,20,1
2,47,2,100,2,100,1,50,1,100,1,50,1,49,2,100,2,100,48,1,50,1,49,1
2,82,2,75,2,89,2,51,1,69,2,79,2,61,2,81,1,74,82,2,83,2,79,1
1,85,2,71,2,84,1,68,1,71,1,83,1,72,2,78,2,43,61,1,64,1,41,1
1,19,1,16,1,20,2,11,1,15,2,16,1,15,1,14,1,13,15,1,13,2,15,2
1,27,2,7,2,13,2,28,1,7,2,2,1,9,1,28,2,23,3,2,5,2,30,1
1,100,2,100,2,100,2,100,1,100,2,100,1,100,2,100,2,100,100,1,100,2,100,2
1,9,2,15,1,18,2,11,1,10,1,6,1,17,1,13,1,8,23,1,25,1,48,2
2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,100,2,100,2,100,2
1,1,2,67,2,61,2,23,2,1,2,16,1,8,2,47,2,52,45,1,16,2,50,2
2,46,1,59,2,46,2,48,1,56,1,100,2,45,1,43,2,94,57,2,93,2,60,2
1,70,1,69,1,60,2,68,1,66,1,24,1,56,2,35,1,68,99,2,97,2,100,2
1,26,2,30,2,18,2,6,1,1,1,8,2,10,2,21,2,11,10,1,20,1,9,2
2,100,2,100,2,100,1,100,1,20,1,100,2,81,2,100,2,100,95,2,3,1,100,1
1,94,2,80,2,90,2,74,1,76,2,85,1,82,2,69,2,70,56,1,63,2,64,2
2,82,1,83,2,60,2,77,1,76,2,76,2,82,2,83,1,79,87,1,82,2,84,2
2,9,2,34,2,36,2,22,2,38,2,32,2,26,2,51,2,52,45,2,24,2,42,2
1,22,2,23,2,1,2,8,1,3,2,6,1,25,2,6,2,13,11,2,11,2,22,2
1,92,2,90,2,94,2,89,1,94,1,89,1,93,1,100,2,90,92,1,85,1,90,2
1,91,2,81,2,75,2,68,1,82,2,83,1,67,2,65,2,76,66,1,69,2,89,2
2,59,1,49,1,45,1,66,1,67,1,63,2,55,1,63,1,68,70,1,70,1,71,2
2,38,2,49,2,13,1,23,2,66,2,29,1,82,1,59,2,89,52,2,40,2,75,1
2,83,1,100,2,70,2,100,1,88,1,14,2,100,2,100,1,100,59,2,99,2,50,2
1,35,2,36,1,36,2,8,1,7,2,12,1,24,1,38,2,42,41,1,47,1,30,2
2,99,2,100,2,88,2,85,2,100,2,92,2,85,2,87,2,84,93,1,85,1,87,2
2,57,1,50,2,65,2,58,1,12,2,61,2,36,1,56,2,58,70,2,77,2,53,2
2,100,1,100,2,48,2,50,1,46,2,42,1,45,2,45,2,48,66,2,69,2,59,2
2,0,2,27,2,19,1,41,1,68,1,35,1,85,1,21,2,63,67,1,69,2,13,2
2,35,1,13,1,31,2,43,2,44,2,47,1,44,1,53,2,50,50,2,45,2,45,2
2,65,1,85,2,59,2,88,2,85,2,85,2,100,1,100,1,100,84,1,85,2,78,2
1,77,2,70,1,81,2,79,1,72,2,72,1,78,1,74,2,77,82,1,74,2,79,2
1,100,2,96,1,87,1,17,2,44,1,75,1,78,1,68,2,76,72,1,64,2,77,2
1,93,2,100,2,100,2,6,1,5,2,25,2,6,2,98,2,100,74,1,90,2,10,2
2,68,2,86,2,73,2,79,2,78,2,78,1,77,2,89,2,82,87,2,83,2,92,2
2,85,1,86,1,91,2,80,1,90,1,37,1,75,1,54,1,76,67,2,57,2,47,2
1,72,2,47,2,52,2,59,1,46,2,61,2,55,2,77,2,58,60,1,61,2,64,2
1,92,2,82,1,89,2,89,1,78,2,92,1,68,1,75,2,88,79,1,75,2,47,2
2,11,1,20,1,16,2,15,1,13,2,10,1,13,1,16,1,19,16,1,12,2,9,2
1,75,2,70,2,67,2,74,1,73,2,76,1,73,1,80,2,75,72,1,73,2,75,2
2,15,2,1,2,2,2,100,1,100,2,10,1,100,1,100,2,100,100,2,100,2,100,1
1,39,2,32,1,36,1,31,2,8,2,25,1,8,1,13,2,15,19,1,13,2,25,2
2,72,1,66,1,64,1,88,1,76,1,86,1,76,1,83,1,75,83,1,89,1,79,1
2,80,1,85,1,50,2,74,2,81,2,86,2,95,1,59,1,91,79,2,86,2,82,2
1,2,1,3,2,5,2,5,1,4,2,5,2,13,2,16,2,10,8,1,8,2,8,2
1,38,2,21,2,30,2,43,1,2,2,71,1,46,2,41,2,64,48,2,40,2,33,2
1,14,1,10,1,8,1,4,1,5,1,5,2,11,1,9,2,5,99,2,49,1,91,2
2,37,1,19,2,29,2,22,1,22,1,25,1,14,2,22,2,46,37,1,36,2,36,2
1,26,1,53,2,74,2,61,1,61,2,70,2,63,1,63,2,68,86,2,79,2,61,2
2,100,1,100,2,100,2,88,1,81,2,100,2,100,1,100,1,66,78,1,69,2,95,2
1,96,2,83,2,86,1,96,1,91,1,88,1,70,1,88,1,84,82,1,97,1,93,1
2,100,2,100,2,97,2,100,2,97,2,98,1,96,2,88,2,98,99,2,98,2,99,2
1,11,2,5,2,7,2,8,2,8,2,9,2,5,2,7,2,6,9,2,9,2,7,1
1,78,2,99,2,97,2,75,2,84,2,87,1,86,2,92,2,86,92,2,87,2,87,2
1,49,1,47,1,59,2,76,1,43,2,73,2,28,1,48,1,60,57,1,59,2,81,2
2,2,1,1,2,2,2,1,1,3,2,2,2,11,1,13,1,10,3,1,5,2,7,2
1,72,1,100,2,100,2,85,2,34,2,79,1,66,1,96,1,73,38,2,51,2,54,2
1,62,1,72,2,48,2,55,1,51,2,59,2,57,1,56,1,59,53,1,53,2,52,2
1,79,2,96,2,51,2,48,1,15,2,83,1,61,2,59,2,46,47,2,54,2,48,2
2,66,1,28,2,33,2,60,1,61,2,58,2,93,1,33,2,55,67,1,64,2,66,2
2,27,1,18,1,15,2,23,1,33,2,27,2,49,1,40,1,32,23,1,16,2,36,2
1,10,2,10,2,16,2,7,2,8,1,9,2,13,2,24,2,18,11,2,6,2,9,1
1,36,2,66,2,83,2,80,2,1,2,100,2,50,2,76,2,39,58,2,1,2,62,2
2,80,2,75,2,76,2,100,1,51,2,81,1,71,1,21,2,14,100,2,41,2,100,2
1,100,2,100,2,100,2,100,1,4,1,42,2,51,2,100,2,100,100,1,100,2,43,2
1,65,1,64,1,68,2,64,1,72,2,27,1,66,1,76,1,30,57,1,43,2,63,2
1,81,2,82,2,75,2,83,1,75,2,80,2,79,2,85,2,83,79,1,83,2,85,2
2,90,2,84,2,85,2,88,2,94,2,87,1,91,1,92,1,85,93,1,91,2,95,2
1,94,2,34,1,73,2,75,1,72,2,74,1,79,1,78,2,74,77,1,70,2,71,2
1,7,2,5,1,6,1,6,1,10,1,6,1,11,1,7,1,4,1,1,6,1,5,2
1,59,1,63,1,60,2,58,2,57,1,55,2,54,1,57,1,59,58,1,65,2,57,2
2,6,2,3,1,5,2,4,1,5,2,2,2,5,2,4,2,4,3,1,4,2,4,2
1,38,2,36,1,37,2,46,1,43,2,42,1,40,1,38,2,40,44,1,46,2,52,2
2,23,2,39,2,51,2,38,1,40,2,28,1,32,2,33,1,47,65,1,46,2,45,2
1,22,2,49,2,63,1,65,1,56,1,62,1,53,2,50,2,55,58,1,48,1,51,1
2,57,2,53,2,53,2,55,1,54,1,54,1,51,2,61,2,55,56,1,58,1,53,1
2,24,2,10,1,6,2,5,2,8,2,3,1,7,2,25,2,5,16,2,16,2,15,1
1,59,2,63,2,62,1,66,1,62,1,61,1,62,2,47,2,67,67,1,65,1,69,2
2,87,2,83,2,85,2,47,1,45,2,46,2,48,1,53,1,50,50,1,49,2,50,2
1,79,2,54,1,74,2,74,1,72,2,75,1,82,1,85,1,81,90,1,89,2,78,2
2,47,1,51,1,51,2,32,2,25,2,23,2,24,1,19,1,19,3,2,23,2,5,2
2,86,2,95,2,76,2,79,2,73,2,76,1,94,2,90,2,83,100,1,92,2,89,2
2,69,2,36,2,63,1,17,1,12,2,37,2,87,2,72,1,62,60,2,51,2,28,2
2,9,2,11,2,15,1,16,2,17,1,62,2,48,2,34,2,63,34,2,34,2,57,1
2,52,1,51,2,72,1,49,1,53,1,59,2,60,2,47,1,47,57,1,36,2,54,1
1,37,1,23,1,21,2,3,1,13,2,8,1,3,1,5,1,4,2,1,2,1,1,2
2,48,2,62,2,62,2,38,1,27,2,47,2,22,1,6,1,15,6,1,15,1,9,2
1,1,2,2,2,1,1,21,1,6,1,20,1,4,2,2,2,4,4,1,1,1,10,1
2,48,2,58,2,43,2,48,1,58,2,56,2,50,2,49,2,55,50,2,56,2,58,2
2,60,2,59,2,67,2,62,2,64,2,65,2,34,2,24,2,49,29,2,28,2,39,1
2,11,2,93,2,79,2,3,1,48,2,9,1,4,2,62,2,65,18,2,4,2,52,2
1,100,2,98,2,100,1,99,2,100,1,99,1,99,2,100,2,100,99,1,100,1,100,1
2,76,1,57,1,48,2,20,1,19,2,10,2,6,2,1,1,3,5,1,4,2,4,2
2,52,2,51,1,50,1,46,2,47,1,50,2,48,2,52,2,52,47,1,51,2,47,1
2,17,1,44,1,25,1,82,1,23,2,7,1,61,1,47,1,48,94,2,65,1,65,2
1,50,1,51,2,63,2,31,1,74,1,57,1,66,2,51,1,63,39,1,40,1,54,2
1,0,1,0,1,11,2,59,2,63,2,0,2,0,1,0,2,0,2,2,0,2,0,2
1,96,2,43,1,71,2,38,1,36,2,75,2,45,2,9,1,2,85,1,55,2,23,2
2,59,1,50,1,54,2,57,1,56,2,50,1,46,1,53,1,52,51,1,51,2,52,2
2,27,1,34,1,32,2,22,2,74,1,27,1,63,2,61,1,61,71,2,67,1,61,2
1,50,2,87,2,71,2,62,1,31,1,49,1,17,2,91,2,78,26,1,54,1,15,1
2,57,2,68,2,99,2,12,1,17,1,26,2,8,2,85,2,75,48,1,24,2,60,2
2,72,1,49,1,43,2,63,1,41,1,38,2,50,1,35,1,36,46,1,61,2,55,1
2,38,1,7,1,3,2,6,1,12,1,10,2,6,1,2,1,29,1,1,6,2,3,2
2,24,2,31,2,27,1,33,2,23,1,30,2,39,2,32,2,44,52,2,30,1,51,1
1,60,2,76,1,72,1,82,1,82,1,78,1,79,2,86,1,81,69,1,83,1,72,1
2,30,2,35,2,20,2,44,2,0,2,36,1,34,2,28,2,28,47,1,29,2,48,2
1,24,2,23,2,13,1,27,1,17,1,15,2,18,2,22,2,18,35,2,8,2,15,1
1,68,2,70,1,62,2,45,2,51,2,50,1,43,1,40,2,51,53,2,45,2,53,2
2,73,1,73,1,70,2,77,1,74,2,77,2,83,1,71,1,81,72,1,83,2,72,2
1,19,2,17,1,12,2,14,1,19,2,15,1,26,1,17,1,15,15,1,31,2,13,2
1,6,2,79,2,82,1,3,1,5,1,90,2,4,2,3,2,3,3,1,3,1,3,1
2,80,2,87,2,86,2,82,2,2,2,68,2,81,2,82,2,85,84,2,54,2,72,2
1,65,2,69,2,64,2,69,1,64,2,60,1,58,2,71,2,70,69,1,71,2,70,2
1,2,1,2,1,1,2,41,1,46,2,24,1,54,1,43,2,55,51,1,52,2,54,2
2,16,2,14,2,20,2,10,2,11,2,28,2,34,2,37,2,28,28,2,37,2,16,2
1,93,2,90,1,61,2,52,2,8,2,52,1,99,1,54,2,24,34,1,59,2,68,2
2,80,2,87,2,77,1,56,1,65,1,88,1,79,1,5,2,90,88,2,63,2,23,2
1,99,1,74,1,100,2,85,1,92,2,85,2,97,1,92,1,91,74,1,77,2,85,2
1,71,2,45,2,53,2,21,1,0,2,15,1,43,2,16,2,21,40,1,24,1,38,2
2,63,2,20,2,66,1,19,2,34,1,50,2,71,2,76,2,74,18,1,3,1,22,1
2,85,1,79,1,64,2,68,2,70,2,84,2,74,1,69,1,75,73,2,75,2,72,2
1,50,2,66,2,58,2,60,2,63,2,60,1,57,1,57,2,55,57,2,58,2,61,2
2,54,2,56,2,54,2,61,2,61,2,65,2,58,2,57,2,56,64,2,42,2,58,1
2,87,2,64,2,52,2,87,2,74,2,100,2,100,2,100,2,99,100,2,100,2,100,2
1,76,2,68,1,53,2,78,1,83,1,82,1,72,1,72,2,78,76,1,74,1,69,1
1,53,2,39,2,100,2,67,2,70,1,74,2,74,2,100,2,57,100,2,46,1,55,1
1,25,2,31,1,29,2,27,2,27,2,27,1,29,1,24,2,26,28,2,27,2,25,2
1,51,2,53,2,49,2,44,2,97,2,59,2,67,2,65,2,60,57,2,71,2,61,2
2,24,2,88,2,88,2,59,1,17,2,61,1,19,1,13,2,55,39,1,1,2,14,2
2,12,2,13,1,10,1,28,2,42,2,81,2,25,2,20,2,18,22,2,36,2,27,1
1,10,2,22,2,20,2,14,2,16,2,20,1,14,2,12,2,17,18,2,13,2,14,2
1,1,2,10,2,3,2,4,1,0,2,5,1,0,2,0,2,0,0,1,0,2,0,2
1,33,1,40,1,14,2,100,2,55,2,100,1,44,1,42,1,34,64,2,55,2,76,2
1,71,1,58,1,61,2,91,1,59,2,94,1,65,1,73,1,72,98,1,59,2,89,2
